X1,X2,Y
1.537654434,-3.602928432,1
0.5859615137,-0.2802810038,1
-0.2533069618,-0.3854869575,-1
-0.7632707243,0.2826242955,-1
0.4734295193,-2.543542997,-1
-0.6870493436,1.371084162,-1
3.640547258,0.6116913478,1
3.518274211,-1.280168643,1
0.7756963258,1.712351471,-1
3.231160488,-1.721029542,1
-0.25315983,0.1477490417,-1
0.4091290111,0.05708423606,1
1.97630863,-1.067494365,-1
0.2112536202,1.241302611,-1
-3.626924994,-2.873063022,1
0.6365741394,0.1268832124,1
-1.337075605,-2.591592201,-1
1.913816819,0.2107662127,-1
0.5814595257,-1.157630408,1
-0.6957592895,0.6672795912,-1
-3.145757254,1.955307025,-1
0.01932452856,0.2302142075,1
-0.6253332971,0.0548185333,-1
-0.1583687894,2.850539661,1
-1.67646217,-1.119907641,1
-1.043896696,2.723049254,1
3.059674819,1.566045969,1
0.01802497922,0.1833163579,1
3.75232162,2.958868661,-1
2.144512397,-0.8245054834,-1
0.08286034949,0.2997864785,1
1.024487144,1.221206062,-1
-1.789730395,1.431119253,1
-0.3973995296,-0.1499357515,-1
0.012884867,-1.589269152,1
0.7596100346,-0.774641922,1
2.20854881,3.777043386,-1
1.742539923,0.8656180715,-1
0.5122067264,-0.02958931989,1
-0.3413608274,4.459431391,-1
1.074860399,4.029338934,-1
2.541866548,1.944742822,1
-1.942363039,1.147740561,1
-0.7724581017,-2.839874869,-1
1.158007582,3.026334616,1
3.378932677,-0.04913775211,1
-0.7047658766,-4.433245028,1
3.461605134,-1.48909374,1
1.365437033,1.283770391,-1
-1.121870384,4.090618132,-1
-0.5795700551,-0.04100257758,-1
0.07344936944,-0.07102753676,-1
-4.601845986,-1.381219315,1
-0.6274864311,-1.344674429,1
-0.3481022866,-1.41881875,1
2.393646831,3.592355157,-1
-3.545739639,-0.3442684251,-1
0.8545823399,-2.496319114,-1
-0.4881535891,0.7915048818,-1
0.2408460928,0.1255224093,1
-1.861584055,-0.2494338965,1
0.0236516048,-4.482286542,1
-3.486498135,-3.247770282,1
-0.2741041758,-3.130094044,-1
3.719787433,0.01156869611,1
-0.9155439403,0.501705192,-1
-0.91530678,0.5712390904,-1
0.5915626397,0.004283817289,1
1.863065913,2.462216655,1
-1.291447875,-0.9347312269,1
-3.100416397,-3.596036129,1
-3.388901962,1.038551101,-1
3.060113729,1.11081938,1
2.678594527,1.896145496,1
-0.7113118791,3.946887652,-1
1.800927081,0.5219246483,-1
-3.226569659,1.554339019,-1
0.7589785323,1.418413163,-1
0.3321707905,0.04670926801,1
-1.584862087,-4.207117334,1
2.423089898,-0.3234559685,-1
5.09251137,0.2948780695,-1
-1.016996584,-1.548457388,1
-0.5511880309,-2.671310288,-1
1.644790803,-1.831200167,-1
-0.8115648957,-1.295349598,1
1.264329142,-2.442225935,-1
-2.010651262,-3.797687566,1
-2.042548162,0.2257384656,1
-0.6917467996,0.09465517029,-1
-0.8138933522,0.9216653283,-1
-3.638857299,0.1548237551,-1
0.3604635888,0.4157700171,1
1.363433982,4.233888111,-1
-0.5338516868,-0.131566688,-1
0.09153930926,-1.406046536,1
-4.080965572,-2.724766914,1
-0.02015864105,0.198949401,-1
1.422459886,-3.735957016,1
-1.395556021,-1.247987316,1
0.7053217368,-0.7140118218,1
-1.499246802,-2.598417589,-1
-1.595597037,1.562666989,1
0.5925811177,-0.3205680293,1
0.7076947559,-0.3840641112,1
0.3915801356,-1.05273333,1
-0.1383220958,1.357143825,-1
-3.291653867,2.365840695,-1
-2.023750014,-0.4529618781,1
-0.2420230474,-0.2526006918,-1
0.4964770626,-0.1011654641,1
0.5030269786,-1.048037385,1
-0.06188206365,4.525762725,-1
-2.220121353,0.5177171602,1
-4.418753571,-1.944830142,1
-2.184368618,0.09215248865,1
-0.3906593713,1.199634322,-1
-1.790399217,-2.655470667,-1
0.4733389727,2.707980045,1
0.5234575052,-1.379628851,1
-0.04730708178,0.06603409675,-1
0.1231858235,0.06383608165,-1
-2.307962928,-2.413994166,-1
-0.9311987492,2.469506871,1
-3.584345706,0.8169146525,-1
4.205437903,1.915929263,-1
-0.503920968,0.2019873542,-1
-2.246047078,3.670565397,-1
-2.483230101,3.236212833,-1
1.721393185,0.7917948105,-1
4.105428046,2.397725605,-1
0.08231887116,0.06059354632,1
-1.225659902,-4.38931456,1
0.8187951586,2.68519915,1
1.307277021,1.46411996,-1
0.5646556647,-4.444962019,1
1.432572667,2.565424613,1
-0.7239208408,-0.2743575082,-1
-0.6479565195,-0.04538123042,-1
0.7933155539,-0.007599471149,1
1.978738264,-1.561150987,-1
2.051075953,-0.2582644151,-1
0.1702844076,-3.092227407,-1
0.5213278354,2.744597733,1
-2.988597458,2.536634266,-1
2.518305743,-3.053912317,1
1.485528803,-1.950344225,-1
0.2244520059,0.262797628,1
-3.44078826,-0.8371697958,-1
-1.77197723,1.903670388,1
2.829604506,-2.530696856,1
-3.12297592,-1.031889658,-1
-2.580361288,-3.924646678,1
-1.804977091,-0.9706012277,1
3.182052715,1.081569432,1
1.56979586,1.340926116,-1
2.156540804,-3.69283751,1
-1.863356473,-0.3736464858,1
-0.1365790155,1.479338706,-1
-2.139262883,0.7208915216,1
5.020778861,1.251111194,-1
